71.33958207	1454.339885
81.14636836	1457.406432
89.11438222	1459.24636
100.1470168	1459.24636
104.4374858	1457.406432
111.7925755	1454.339885
117.9218169	1454.339885
122.8252101	1454.339885
131.4061481	1454.339885
137.5353895	1454.953194
145.5034034	1458.019741
152.245569	1456.793122
160.2135828	1459.859669
166.9557484	1461.699597
173.0849898	1464.152834
179.8271554	1468.445999
187.1822451	1471.512546
198.2148797	1472.125855
208.021666	1472.739164
220.2801488	1472.739164
232.5386317	1471.512546
239.8937214	1469.059308
252.1522043	1465.992762
261.3460664	1465.992762
274.8303976	1464.766143
284.6371839	1460.472978
294.4439702	1458.019741
311.6058462	1458.63305
321.4126325	1451.886648
328.7677222	1454.953194
336.1228119	1456.793122
344.7037499	1455.566504
350.8329913	1454.339885
356.9622328	1456.179813
361.8656259	1460.472978
366.7690191	1463.539525
372.8982605	1462.312906
380.2533502	1461.086287
387.6084399	1461.699597
392.5118331	1459.859669
396.8023021	1456.793122
402.3186194	1459.24636
409.6737091	1460.472978
415.1900264	1459.24636
422.5451161	1458.63305
429.2872816	1457.406432
439.0940679	1453.726576
449.5137784	1454.953194
458.7076405	1451.886648
470.3531992	1450.04672
480.7729097	1447.593483
488.1279994	1446.980174
496.0960132	1445.753555
502.8381788	1444.526936
508.9674203	1441.46039
511.4191168	1444.526936
518.1612824	1441.46039
530.4197653	1439.007153
540.2265516	1436.553915
546.355793	1436.553915
549.4204137	1440.233771
554.3238068	1433.487369
559.8401241	1429.194204
565.3564414	1424.901039
570.2598346	1423.061111
573.3244553	1416.314709
576.389076	1410.794925
578.2278484	1407.728378
585.5829381	1407.115069
593.550952	1406.50176
600.9060417	1409.568306
607.6482073	1411.408234
614.3903729	1410.794925
623.584235	1410.794925
633.3910213	1408.954997
645.03658	1404.661832
653.0045939	1405.275141
660.3596836	1405.275141
668.3276975	1407.115069
673.2310906	1404.661832
679.9732562	1406.50176
689.1671183	1407.115069
693.4575873	1402.821904
701.4256012	1401.595285
710.6194633	1402.821904
717.9745531	1402.821904
729.6201118	1404.048522
739.4268981	1407.115069
748.6207602	1409.568306
757.8146224	1411.408234
765.7826362	1411.408234
773.7506501	1410.181615
786.0091329	1407.115069
793.9771468	1405.275141
799.4934641	1402.821904
807.4614779	1399.755357
814.8165677	1394.848883
824.623354	1389.942409
830.7525954	1388.102481
840.5593817	1388.102481
850.366168	1388.71579
860.7858784	1391.169027
868.1409681	1394.848883
873.6572854	1397.915429
879.1736027	1396.075502
885.3028441	1393.008955
892.6579338	1395.462192
898.1742511	1401.595285
903.6905684	1408.341688
909.2068857	1403.435213
917.1748996	1402.208595
